id,categoryId,code,name,subCategory,description,energyType,usageType,status,createdAt,updatedAt,createdBy,updatedBy
40c56c14-14f4-4df1-acd7-a21c2702825d,6d24cb87-fd6f-45c4-9623-fd339a4464ae,QUADRICYCLE_PRIVATE_CNG,Quadricycle Private,QUADRICYCLE,Four-wheeled light quadricycle for private use.,CNG,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
77972de3-40b2-4370-8e0f-2eebb5933960,6d24cb87-fd6f-45c4-9623-fd339a4464ae,QUADRICYCLE_PRIVATE_ELECTRIC,Quadricycle Private,QUADRICYCLE,Four-wheeled light quadricycle for private use.,ELECTRIC,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
6b978b05-7ead-4dfa-982c-f7ffc136cd72,6d24cb87-fd6f-45c4-9623-fd339a4464ae,QUADRICYCLE_COMMERCIAL_CNG,Quadricycle Commercial,QUADRICYCLE,Commercial quadricycle used for passenger or light commercial mobility.,CNG,PASSENGER,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
3d5f7fe8-92cb-4fcd-b802-fb9b6a22673d,6d24cb87-fd6f-45c4-9623-fd339a4464ae,QUADRICYCLE_COMMERCIAL_PETROL,Quadricycle Commercial,QUADRICYCLE,Commercial quadricycle used for passenger or light commercial mobility.,PETROL,PASSENGER,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
4446896b-06c3-473f-9b76-cc3b9cb8d47b,6d24cb87-fd6f-45c4-9623-fd339a4464ae,QUADRICYCLE_COMMERCIAL_ELECTRIC,Quadricycle Commercial,QUADRICYCLE,Commercial quadricycle used for passenger or light commercial mobility.,ELECTRIC,PASSENGER,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
190f1031-53f5-4447-be99-d9b45dff4be7,6d24cb87-fd6f-45c4-9623-fd339a4464ae,MOTOR_CARAVAN_DIESEL,Motor Caravan,RECREATIONAL,Self-propelled recreational vehicle or motorhome.,DIESEL,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
590b0693-d336-4bbf-a6e3-6cfcf44191b9,6d24cb87-fd6f-45c4-9623-fd339a4464ae,MOTOR_CARAVAN_PETROL,Motor Caravan,RECREATIONAL,Self-propelled recreational vehicle or motorhome.,PETROL,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
c9402a63-784c-42ab-9d37-8a0428b6da47,6d24cb87-fd6f-45c4-9623-fd339a4464ae,CAMPER_VAN_DIESEL,Camper Van,RECREATIONAL,Van converted or designed for camping and recreational travel.,DIESEL,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
c9b508d4-bbea-468c-939e-7903e4fb9004,6d24cb87-fd6f-45c4-9623-fd339a4464ae,CAMPER_VAN_PETROL,Camper Van,RECREATIONAL,Van converted or designed for camping and recreational travel.,PETROL,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
936ceed3-d91c-4e52-9b27-9cdcfbe10da9,6d24cb87-fd6f-45c4-9623-fd339a4464ae,CAMPER_VAN_ELECTRIC,Camper Van,RECREATIONAL,Van converted or designed for camping and recreational travel.,ELECTRIC,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
79411df0-88ea-4920-9944-fff2b7033399,6d24cb87-fd6f-45c4-9623-fd339a4464ae,ADAPTED_VEHICLE_PETROL,Adapted Vehicle,ACCESSIBLE_VEHICLE,Vehicle specially adapted for use by persons with disabilities.,PETROL,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
8d01c6a8-42b2-4d64-8331-f7db4e0d456f,6d24cb87-fd6f-45c4-9623-fd339a4464ae,ADAPTED_VEHICLE_DIESEL,Adapted Vehicle,ACCESSIBLE_VEHICLE,Vehicle specially adapted for use by persons with disabilities.,DIESEL,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
46ebcf89-c3b9-47a5-862b-40e2a9afc87e,6d24cb87-fd6f-45c4-9623-fd339a4464ae,ADAPTED_VEHICLE_CNG,Adapted Vehicle,ACCESSIBLE_VEHICLE,Vehicle specially adapted for use by persons with disabilities.,CNG,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
a8f205e6-b50d-47b4-a2ef-aaff98b0f786,6d24cb87-fd6f-45c4-9623-fd339a4464ae,ADAPTED_VEHICLE_ELECTRIC,Adapted Vehicle,ACCESSIBLE_VEHICLE,Vehicle specially adapted for use by persons with disabilities.,ELECTRIC,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
298d46e1-e532-4b29-991d-07c3ebe1d44b,6d24cb87-fd6f-45c4-9623-fd339a4464ae,VINTAGE_MOTOR_VEHICLE_PETROL,Vintage Motor Vehicle,VINTAGE,Vintage motor vehicle recognized under applicable Indian registration rules.,PETROL,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
f9a1ad6c-81c9-4407-867b-e6d4bc8ccbf0,6d24cb87-fd6f-45c4-9623-fd339a4464ae,VINTAGE_MOTOR_VEHICLE_DIESEL,Vintage Motor Vehicle,VINTAGE,Vintage motor vehicle recognized under applicable Indian registration rules.,DIESEL,PRIVATE,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
d5759811-25d1-48e8-927b-212f992385ea,6d24cb87-fd6f-45c4-9623-fd339a4464ae,PRIVATE_SERVICE_VEHICLE_DIESEL,Private Service Vehicle,SERVICE_VEHICLE,Passenger vehicle operated for a private organization's own transport requirements.,DIESEL,STAFF_TRANSPORT,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
e6069355-5c07-4b29-9e57-6a63229faed9,6d24cb87-fd6f-45c4-9623-fd339a4464ae,PRIVATE_SERVICE_VEHICLE_CNG,Private Service Vehicle,SERVICE_VEHICLE,Passenger vehicle operated for a private organization's own transport requirements.,CNG,STAFF_TRANSPORT,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
340983ea-5973-4dd8-b8d2-efa0284f3c06,6d24cb87-fd6f-45c4-9623-fd339a4464ae,PRIVATE_SERVICE_VEHICLE_ELECTRIC,Private Service Vehicle,SERVICE_VEHICLE,Passenger vehicle operated for a private organization's own transport requirements.,ELECTRIC,STAFF_TRANSPORT,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
2833249e-a4b6-4627-af98-b9deb3bdd30a,e07edd38-d2ca-47fa-b23b-70d494c23ce2,MINI_BUS_DIESEL,Mini Bus,BUS,"Small-capacity bus used for passenger, staff, school or feeder services.",DIESEL,PASSENGER,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
f9c139d2-7e75-44f7-8097-33f8c271eee4,e07edd38-d2ca-47fa-b23b-70d494c23ce2,MINI_BUS_CNG,Mini Bus,BUS,"Small-capacity bus used for passenger, staff, school or feeder services.",CNG,PASSENGER,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
e2e07adf-b6ae-43e2-90e7-40ef8a301c8a,e07edd38-d2ca-47fa-b23b-70d494c23ce2,MINI_BUS_ELECTRIC,Mini Bus,BUS,"Small-capacity bus used for passenger, staff, school or feeder services.",ELECTRIC,PASSENGER,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
3fe29969-06d0-4567-a793-05be26679929,e07edd38-d2ca-47fa-b23b-70d494c23ce2,CITY_BUS_DIESEL,City Bus,BUS,Bus configured for urban public transport and frequent-stop operations.,DIESEL,PUBLIC_TRANSPORT,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
a50cf161-9a4f-422e-aa03-555351042d0e,e07edd38-d2ca-47fa-b23b-70d494c23ce2,CITY_BUS_CNG,City Bus,BUS,Bus configured for urban public transport and frequent-stop operations.,CNG,PUBLIC_TRANSPORT,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
348b767d-e16d-4243-9008-cf6a7ee922ad,e07edd38-d2ca-47fa-b23b-70d494c23ce2,CITY_BUS_ELECTRIC,City Bus,BUS,Bus configured for urban public transport and frequent-stop operations.,ELECTRIC,PUBLIC_TRANSPORT,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
4df30d68-01aa-424b-b048-3ea37431fd07,e07edd38-d2ca-47fa-b23b-70d494c23ce2,CITY_BUS_HYDROGEN,City Bus,BUS,Bus configured for urban public transport and frequent-stop operations.,HYDROGEN,PUBLIC_TRANSPORT,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
c6420ce4-0f4b-4093-ae56-1dfbe5093e93,e07edd38-d2ca-47fa-b23b-70d494c23ce2,INTERCITY_BUS_DIESEL,Intercity Bus,BUS,Bus designed for scheduled passenger transport between cities.,DIESEL,PUBLIC_TRANSPORT,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
c7e1a55a-fcd0-4666-927f-5e09d851c2ee,e07edd38-d2ca-47fa-b23b-70d494c23ce2,INTERCITY_BUS_CNG,Intercity Bus,BUS,Bus designed for scheduled passenger transport between cities.,CNG,PUBLIC_TRANSPORT,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
ee4fe827-41d8-4033-805e-e2d590669cd3,e07edd38-d2ca-47fa-b23b-70d494c23ce2,INTERCITY_BUS_ELECTRIC,Intercity Bus,BUS,Bus designed for scheduled passenger transport between cities.,ELECTRIC,PUBLIC_TRANSPORT,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
fe08cac8-8bd2-44fb-8680-14bb2e156ad2,e07edd38-d2ca-47fa-b23b-70d494c23ce2,SCHOOL_BUS_DIESEL,School Bus,BUS,Bus configured and operated for transportation of school students.,DIESEL,SCHOOL_TRANSPORT,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
334f6005-20e6-4493-b8ac-586a532dfb11,e07edd38-d2ca-47fa-b23b-70d494c23ce2,SCHOOL_BUS_CNG,School Bus,BUS,Bus configured and operated for transportation of school students.,CNG,SCHOOL_TRANSPORT,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
ba6df832-1947-4e7b-8283-8dccbbb0dcfc,e07edd38-d2ca-47fa-b23b-70d494c23ce2,SCHOOL_BUS_ELECTRIC,School Bus,BUS,Bus configured and operated for transportation of school students.,ELECTRIC,SCHOOL_TRANSPORT,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
fd9da38d-ba47-4958-a471-0899037631ee,e07edd38-d2ca-47fa-b23b-70d494c23ce2,STAFF_BUS_DIESEL,Staff Bus,BUS,Bus used for employee and corporate staff transportation.,DIESEL,STAFF_TRANSPORT,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
b1fd138b-233b-4fa3-b3d8-3423d11cd4a9,e07edd38-d2ca-47fa-b23b-70d494c23ce2,STAFF_BUS_CNG,Staff Bus,BUS,Bus used for employee and corporate staff transportation.,CNG,STAFF_TRANSPORT,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
e7f50aa8-94ac-471e-8b67-d0d2693b7896,e07edd38-d2ca-47fa-b23b-70d494c23ce2,STAFF_BUS_ELECTRIC,Staff Bus,BUS,Bus used for employee and corporate staff transportation.,ELECTRIC,STAFF_TRANSPORT,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
89199871-b5d9-47e8-a1e1-2f0b2d45f565,e07edd38-d2ca-47fa-b23b-70d494c23ce2,COACH_DIESEL,Coach,BUS,Long-distance passenger coach with higher comfort and luggage capacity.,DIESEL,PASSENGER,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
c63d4b3a-489a-4d61-9cf1-7d720132c71a,e07edd38-d2ca-47fa-b23b-70d494c23ce2,COACH_CNG,Coach,BUS,Long-distance passenger coach with higher comfort and luggage capacity.,CNG,PASSENGER,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
a1457e0d-ab0a-48ae-9b52-74d11d66adf9,e07edd38-d2ca-47fa-b23b-70d494c23ce2,COACH_ELECTRIC,Coach,BUS,Long-distance passenger coach with higher comfort and luggage capacity.,ELECTRIC,PASSENGER,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
33954517-93ed-4dd6-a316-bbc33a3a4cdd,e07edd38-d2ca-47fa-b23b-70d494c23ce2,OMNI_BUS_DIESEL,Omni Bus,BUS,Omnibus-type passenger vehicle used for private or commercial passenger transport.,DIESEL,PASSENGER,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
ef2a9dbe-7e4d-4cbc-84ed-bb6bd0b51369,e07edd38-d2ca-47fa-b23b-70d494c23ce2,OMNI_BUS_CNG,Omni Bus,BUS,Omnibus-type passenger vehicle used for private or commercial passenger transport.,CNG,PASSENGER,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
e0db790f-d70d-4f62-9e45-59cae7ba65a5,e07edd38-d2ca-47fa-b23b-70d494c23ce2,OMNI_BUS_ELECTRIC,Omni Bus,BUS,Omnibus-type passenger vehicle used for private or commercial passenger transport.,ELECTRIC,PASSENGER,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
f2562ccf-1453-4a04-9e3b-dda89ecd6e48,e07edd38-d2ca-47fa-b23b-70d494c23ce2,SLEEPER_BUS_DIESEL,Sleeper Bus,BUS,Long-distance bus fitted with sleeper berths.,DIESEL,PUBLIC_TRANSPORT,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
6277868f-209b-4b17-a563-dce28dd21890,e07edd38-d2ca-47fa-b23b-70d494c23ce2,SLEEPER_BUS_CNG,Sleeper Bus,BUS,Long-distance bus fitted with sleeper berths.,CNG,PUBLIC_TRANSPORT,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
af923ff5-765d-471e-bd77-1a8a42b22e93,e07edd38-d2ca-47fa-b23b-70d494c23ce2,SLEEPER_BUS_ELECTRIC,Sleeper Bus,BUS,Long-distance bus fitted with sleeper berths.,ELECTRIC,PUBLIC_TRANSPORT,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
104fdf24-4057-4322-9601-ad3fa6a17371,671e41db-5eb7-4560-b56c-18217ac3e86d,MINI_TRUCK_DIESEL,Mini Truck,LIGHT_GOODS,Compact goods vehicle used for city and last-mile cargo transport.,DIESEL,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
5329c1e1-d4e2-45bb-a6b0-d1f67b2ce4f7,671e41db-5eb7-4560-b56c-18217ac3e86d,MINI_TRUCK_CNG,Mini Truck,LIGHT_GOODS,Compact goods vehicle used for city and last-mile cargo transport.,CNG,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
dc790504-4301-450b-9dc7-1dd083fdddc5,671e41db-5eb7-4560-b56c-18217ac3e86d,MINI_TRUCK_PETROL,Mini Truck,LIGHT_GOODS,Compact goods vehicle used for city and last-mile cargo transport.,PETROL,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
110517c0-125a-43f8-8cfe-398131e23e71,671e41db-5eb7-4560-b56c-18217ac3e86d,MINI_TRUCK_ELECTRIC,Mini Truck,LIGHT_GOODS,Compact goods vehicle used for city and last-mile cargo transport.,ELECTRIC,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
cd79e9ec-f9f7-4304-878f-cc00659677ba,671e41db-5eb7-4560-b56c-18217ac3e86d,LIGHT_TRUCK_DIESEL,Light Truck,LIGHT_GOODS,Light goods vehicle used for regional and urban freight.,DIESEL,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
df573007-5fa9-498e-aa75-3d3bcb7c105b,671e41db-5eb7-4560-b56c-18217ac3e86d,LIGHT_TRUCK_CNG,Light Truck,LIGHT_GOODS,Light goods vehicle used for regional and urban freight.,CNG,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
9042d7da-52b3-4021-8f7f-d6a0601a0dd6,671e41db-5eb7-4560-b56c-18217ac3e86d,LIGHT_TRUCK_ELECTRIC,Light Truck,LIGHT_GOODS,Light goods vehicle used for regional and urban freight.,ELECTRIC,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
0ff69f34-40ec-40be-be11-2648fba439a1,671e41db-5eb7-4560-b56c-18217ac3e86d,MEDIUM_TRUCK_DIESEL,Medium Truck,MEDIUM_GOODS,Medium-duty goods vehicle for regional freight operations.,DIESEL,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
c74a8d55-f6a1-4569-8319-467fd3064125,671e41db-5eb7-4560-b56c-18217ac3e86d,MEDIUM_TRUCK_CNG,Medium Truck,MEDIUM_GOODS,Medium-duty goods vehicle for regional freight operations.,CNG,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
cc30d7ac-4eab-4881-b4a4-72a8dd65edcf,671e41db-5eb7-4560-b56c-18217ac3e86d,MEDIUM_TRUCK_ELECTRIC,Medium Truck,MEDIUM_GOODS,Medium-duty goods vehicle for regional freight operations.,ELECTRIC,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
28ba2c4d-d5f5-4352-aab8-d50dd87a7427,671e41db-5eb7-4560-b56c-18217ac3e86d,HEAVY_TRUCK_DIESEL,Heavy Truck,HEAVY_GOODS,Heavy commercial truck for long-haul and high-payload freight.,DIESEL,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
e395de94-a1b7-4b0a-91c1-1d0383c6de3c,671e41db-5eb7-4560-b56c-18217ac3e86d,HEAVY_TRUCK_CNG,Heavy Truck,HEAVY_GOODS,Heavy commercial truck for long-haul and high-payload freight.,CNG,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
5cbde53e-fe9b-4ddd-a8f4-b001089bbdbc,671e41db-5eb7-4560-b56c-18217ac3e86d,HEAVY_TRUCK_ELECTRIC,Heavy Truck,HEAVY_GOODS,Heavy commercial truck for long-haul and high-payload freight.,ELECTRIC,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
357a2923-ee5f-4a14-92d3-9e26dce04f56,671e41db-5eb7-4560-b56c-18217ac3e86d,HEAVY_TRUCK_HYDROGEN,Heavy Truck,HEAVY_GOODS,Heavy commercial truck for long-haul and high-payload freight.,HYDROGEN,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
397959f8-660c-4d49-9154-2ebb9c266508,671e41db-5eb7-4560-b56c-18217ac3e86d,GOODS_CARRIER_DIESEL,Goods Carrier,GOODS_CARRIER,General-purpose commercial goods carrier.,DIESEL,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
37aacc12-a000-4860-969d-b6af8f2010a1,671e41db-5eb7-4560-b56c-18217ac3e86d,GOODS_CARRIER_CNG,Goods Carrier,GOODS_CARRIER,General-purpose commercial goods carrier.,CNG,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
9f69c918-ca75-45fa-aa5a-e78ea0a41a4b,671e41db-5eb7-4560-b56c-18217ac3e86d,GOODS_CARRIER_PETROL,Goods Carrier,GOODS_CARRIER,General-purpose commercial goods carrier.,PETROL,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
f302dc19-dc78-48f6-976d-9b96daa7d9d2,671e41db-5eb7-4560-b56c-18217ac3e86d,GOODS_CARRIER_ELECTRIC,Goods Carrier,GOODS_CARRIER,General-purpose commercial goods carrier.,ELECTRIC,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
3812f14a-6baa-4c38-82c3-8d9ef70616a2,671e41db-5eb7-4560-b56c-18217ac3e86d,TIPPER_DIESEL,Tipper,TIPPER,Truck with tipping body used for bulk material transport.,DIESEL,CONSTRUCTION,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
7d505dad-2ad6-4a0c-b9cd-3b0024a2b53f,671e41db-5eb7-4560-b56c-18217ac3e86d,TIPPER_CNG,Tipper,TIPPER,Truck with tipping body used for bulk material transport.,CNG,CONSTRUCTION,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
f62a3755-ab58-4e6c-819c-ec56ba089945,671e41db-5eb7-4560-b56c-18217ac3e86d,TIPPER_ELECTRIC,Tipper,TIPPER,Truck with tipping body used for bulk material transport.,ELECTRIC,CONSTRUCTION,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
daa79984-04e2-433f-8764-a62b904685a0,671e41db-5eb7-4560-b56c-18217ac3e86d,TANKER_DIESEL,Tanker,TANKER,Truck fitted with a tank body for liquid or gaseous cargo.,DIESEL,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
b098fbd1-532e-48b8-a0d7-1468f39ce0ef,671e41db-5eb7-4560-b56c-18217ac3e86d,TANKER_CNG,Tanker,TANKER,Truck fitted with a tank body for liquid or gaseous cargo.,CNG,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
1bc29553-0133-4f41-90db-6edd85e9a1b1,671e41db-5eb7-4560-b56c-18217ac3e86d,REFRIGERATED_TRUCK_DIESEL,Refrigerated Truck,REEFER,Temperature-controlled truck used for cold-chain logistics.,DIESEL,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
a89b8cd5-8b24-4557-8242-6a6b81fca4d1,671e41db-5eb7-4560-b56c-18217ac3e86d,REFRIGERATED_TRUCK_CNG,Refrigerated Truck,REEFER,Temperature-controlled truck used for cold-chain logistics.,CNG,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
6c6693d3-685f-43c3-82cf-8a70a8deca12,671e41db-5eb7-4560-b56c-18217ac3e86d,REFRIGERATED_TRUCK_ELECTRIC,Refrigerated Truck,REEFER,Temperature-controlled truck used for cold-chain logistics.,ELECTRIC,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
21bd0107-9185-4062-84c7-f55ccdf90a2d,671e41db-5eb7-4560-b56c-18217ac3e86d,CONTAINER_TRUCK_DIESEL,Container Truck,CONTAINER,Truck configured for ISO container and line-haul freight movement.,DIESEL,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
a3ce2149-15ba-4e93-9924-207bf8b33a03,671e41db-5eb7-4560-b56c-18217ac3e86d,CONTAINER_TRUCK_CNG,Container Truck,CONTAINER,Truck configured for ISO container and line-haul freight movement.,CNG,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
6474643f-48b3-4eda-bea2-a75e20032015,671e41db-5eb7-4560-b56c-18217ac3e86d,CONTAINER_TRUCK_ELECTRIC,Container Truck,CONTAINER,Truck configured for ISO container and line-haul freight movement.,ELECTRIC,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
afd06aca-2cce-49c6-b21c-40eaa1dbcb6e,671e41db-5eb7-4560-b56c-18217ac3e86d,ARTICULATED_TRUCK_DIESEL,Articulated Truck,ARTICULATED,Articulated commercial vehicle consisting of tractor unit and semi-trailer.,DIESEL,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
2e55f4cd-660b-4eb9-85b9-70df0817dcc4,671e41db-5eb7-4560-b56c-18217ac3e86d,ARTICULATED_TRUCK_CNG,Articulated Truck,ARTICULATED,Articulated commercial vehicle consisting of tractor unit and semi-trailer.,CNG,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
763d7871-1357-44f0-ad23-158aa1cc5430,671e41db-5eb7-4560-b56c-18217ac3e86d,ARTICULATED_TRUCK_ELECTRIC,Articulated Truck,ARTICULATED,Articulated commercial vehicle consisting of tractor unit and semi-trailer.,ELECTRIC,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
18bdccca-50e5-4c80-af65-501abc6d26ee,671e41db-5eb7-4560-b56c-18217ac3e86d,ARTICULATED_TRUCK_HYDROGEN,Articulated Truck,ARTICULATED,Articulated commercial vehicle consisting of tractor unit and semi-trailer.,HYDROGEN,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
4dd05c3b-d07b-4449-b00e-ee42a14828f5,021a63c3-1018-432b-b3cb-874cbc14f8f3,AGRICULTURAL_TRACTOR_DIESEL,Agricultural Tractor,TRACTOR,"Tractor primarily used for agriculture, implements and farm haulage.",DIESEL,AGRICULTURAL,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
8779539a-59ab-4fe8-b238-e324ab5b2b7a,021a63c3-1018-432b-b3cb-874cbc14f8f3,AGRICULTURAL_TRACTOR_CNG,Agricultural Tractor,TRACTOR,"Tractor primarily used for agriculture, implements and farm haulage.",CNG,AGRICULTURAL,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
93cf6dd3-1670-41f7-b8c7-5916518d8dd3,021a63c3-1018-432b-b3cb-874cbc14f8f3,AGRICULTURAL_TRACTOR_ELECTRIC,Agricultural Tractor,TRACTOR,"Tractor primarily used for agriculture, implements and farm haulage.",ELECTRIC,AGRICULTURAL,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
68797978-6dc9-4cbd-8b89-9eb22137f9b0,021a63c3-1018-432b-b3cb-874cbc14f8f3,COMMERCIAL_TRACTOR_DIESEL,Commercial Tractor,TRACTOR,Tractor registered or used for commercial haulage and non-farm applications.,DIESEL,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
c7c22f8f-e7fc-4ff9-a708-700d43b06f45,021a63c3-1018-432b-b3cb-874cbc14f8f3,COMMERCIAL_TRACTOR_CNG,Commercial Tractor,TRACTOR,Tractor registered or used for commercial haulage and non-farm applications.,CNG,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
0deea30f-3d23-4554-8c1c-f36ae165f0c2,021a63c3-1018-432b-b3cb-874cbc14f8f3,COMMERCIAL_TRACTOR_ELECTRIC,Commercial Tractor,TRACTOR,Tractor registered or used for commercial haulage and non-farm applications.,ELECTRIC,GOODS,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
fe3f3cbf-cc4c-40ae-8c91-7b117ecc4495,021a63c3-1018-432b-b3cb-874cbc14f8f3,POWER_TILLER_DIESEL,Power Tiller,FARM_EQUIPMENT,Walk-behind or ride-on power tiller used for agricultural operations.,DIESEL,AGRICULTURAL,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
4088cb5f-3997-4b47-bd73-13744656dabe,021a63c3-1018-432b-b3cb-874cbc14f8f3,POWER_TILLER_PETROL,Power Tiller,FARM_EQUIPMENT,Walk-behind or ride-on power tiller used for agricultural operations.,PETROL,AGRICULTURAL,ACTIVE,2026-09-12 06:30:12.252,2026-09-12 06:30:12.252,,
