id,code,name,displayName,status,logoUrl,logoObjectKey,website,description,createdAt,updatedAt
63b32fec-85a0-43d0-84da-4a3acc5104a2,SWITCH,Switch Mobility Limited,Switch Mobility,ACTIVE,https://www.google.com/s2/favicons?domain=switchmobilityev.com&sz=256,,https://www.switchmobilityev.com,Electric buses and light commercial vehicles.,2026-09-13 10:27:57.981,2026-09-14 05:55:00.026
79f2c3ff-5ecc-460c-8297-d5d45c4ffeed,TATA,Tata Motors Limited,Tata Motors,ACTIVE,https://www.google.com/s2/favicons?domain=tatamotors.com&sz=256,,https://www.tatamotors.com,"Electric passenger cars, light commercial vehicles and electric buses.",2026-09-13 10:27:57.974,2026-09-14 05:55:00.019
8916790d-70d9-4ef7-9a77-e878a660691e,TECHO,Techo Electra Motors Private Limited,Techo Electra,ACTIVE,https://www.google.com/s2/favicons?domain=techoelectra.com&sz=256,,https://techoelectra.com,Electric scooters.,2026-09-13 10:27:57.949,2026-09-14 05:55:00.002
302bc3b1-899b-40dc-ac88-1726b1bf3dd2,TESLA,Tesla India Motors and Energy Private Limited,Tesla,ACTIVE,https://www.google.com/s2/favicons?domain=tesla.com&sz=256,,https://www.tesla.com,Electric passenger cars.,2026-09-13 10:27:57.985,2026-09-14 05:55:00.02
2e8acc30-70ef-42de-9b3c-dc84b050a5cb,TORK,Tork Motors Private Limited,Tork Motors,INACTIVE,https://www.google.com/s2/favicons?domain=torkmotors.com&sz=256,,https://www.torkmotors.com,Electric motorcycle maker; company entered corporate insolvency resolution proceedings in 2025.,2026-09-13 10:27:57.958,2026-09-14 05:54:59.995
a40f565f-f7f3-4737-a7cf-e989a2bbc7bf,TOYOTA,Toyota Kirloskar Motor Private Limited,Toyota,ACTIVE,https://www.google.com/s2/favicons?domain=toyotabharat.com&sz=256,,https://www.toyotabharat.com,"Electric passenger cars including the Urban Cruiser Ebella, launched in India in 2026.",2026-09-13 10:27:57.985,2026-09-14 05:55:00.021
8a45872a-a2b7-45ef-a232-5d81d67af5e1,TRESA,Tresa Motors Private Limited,Tresa Motors,ACTIVE,https://www.google.com/s2/favicons?domain=tresamotors.com&sz=256,,https://tresamotors.com,Electric heavy commercial trucks.,2026-09-13 10:27:57.97,2026-09-14 05:55:00.02
3fa25611-19ea-46ac-ad8f-26bb9a4196e7,TUNWAL,Tunwal E-Motors Limited,Tunwal,ACTIVE,https://www.google.com/s2/favicons?domain=tunwal.com&sz=256,,https://tunwal.com,Electric scooters and three-wheelers.,2026-09-13 10:27:57.946,2026-09-14 05:54:59.997
9d083c6e-dfb0-4a13-aaeb-f3bf8a7d77f4,TVS,TVS Motor Company Limited,TVS Motor,ACTIVE,https://www.google.com/s2/favicons?domain=tvsmotor.com&sz=256,,https://www.tvsmotor.com,Electric two-wheelers (iQube/Orbiter) and electric three-wheelers.,2026-09-13 10:27:57.909,2026-09-14 05:54:59.98
3661018d-40d5-4c68-86e6-40b05bf2b601,UJAAS,Ujaas Energy Limited,Ujaas EV,ACTIVE,https://www.google.com/s2/favicons?domain=ev.ujaas.com&sz=256,,https://ev.ujaas.com,Electric scooters including eSpa and eGo models.,2026-09-13 10:27:57.999,2026-09-14 05:55:00.029
e802e664-25b5-4a4e-9432-57bcc4b06e85,ULTRAVIOLETTE,Ultraviolette Automotive Private Limited,Ultraviolette,ACTIVE,https://www.google.com/s2/favicons?domain=ultraviolette.com&sz=256,,https://www.ultraviolette.com,Performance electric motorcycles.,2026-09-13 10:27:57.931,2026-09-14 05:54:59.991
5e88c155-23db-402a-a7cb-9bd4482a03f5,VAYVE,Vayve Mobility Private Limited,Vayve Mobility,ACTIVE,https://www.google.com/s2/favicons?domain=vayvemobility.com&sz=256,,https://vayvemobility.com,Indian urban electric-car maker behind the Eva compact solar-assisted electric vehicle.,2026-09-13 10:27:58.007,2026-09-14 05:55:00.032
f30f7073-4fd0-434d-afb0-34b8b9daa9b4,VINFAST,VinFast Auto India Private Limited,VinFast,ACTIVE,https://www.google.com/s2/favicons?domain=vinfastauto.in&sz=256,,https://vinfastauto.in,Electric passenger cars.,2026-09-13 10:27:57.984,2026-09-14 05:55:00.018
0ba8242f-8c84-441f-888f-b7d8d53c73cb,VOLVO,Volvo Car India Private Limited,Volvo Cars,ACTIVE,https://www.google.com/s2/favicons?domain=volvocars.com&sz=256,,https://www.volvocars.com/in,Luxury electric passenger cars.,2026-09-13 10:27:57.988,2026-09-14 05:55:00.02
f3d1f9eb-0928-4a68-8f35-7f5bae4df8b5,WARIVO,Warivo Motor India Private Limited,Warivo,ACTIVE,https://www.google.com/s2/favicons?domain=warivomotors.com&sz=256,,https://www.warivomotors.com,Electric scooters.,2026-09-13 10:27:57.946,2026-09-14 05:54:59.996
16531f33-9d7f-4af3-a86b-21cdcf9a38d7,YAKUZA,Maa Luxmi E-Vehicles Private Limited,Yakuza,ACTIVE,https://www.google.com/s2/favicons?domain=yakuzaev.com&sz=256,,https://www.yakuzaev.com,Low-speed electric scooters and electric two-wheelers.,2026-09-13 10:27:57.922,2026-09-14 05:54:59.982
7e9e71c9-5693-435f-81cd-d52a25a488d1,YC,YC Electric Vehicle Private Limited,YC Electric,ACTIVE,https://www.google.com/s2/favicons?domain=ycelectric.com&sz=256,,https://ycelectric.com,Electric passenger and cargo three-wheelers.,2026-09-13 10:27:57.972,2026-09-14 05:55:00.017
d0de147f-2eba-46b2-b0f7-2a412ba5f086,YULU,Yulu Bikes Private Limited,Yulu,ACTIVE,https://www.google.com/s2/favicons?domain=yulu.in&sz=256,,https://www.yulu.in,Electric micro-mobility vehicles and delivery EVs.,2026-09-13 10:27:57.946,2026-09-14 05:55:00.013
d4c811c3-fb95-413c-8eaf-e6440140b29e,ZELIO,Zelio E-Mobility Limited,Zelio,ACTIVE,https://www.google.com/s2/favicons?domain=zelioebikes.com&sz=256,,https://zelioebikes.com,Electric scooters and Tanga electric three-wheelers.,2026-09-13 10:27:57.916,2026-09-14 05:54:59.981
